time,displacement,velocity,force
5.5380000000001,0.00103429398878889,-0.00180723080225234,-7.03362310642874
5.5410000000001,0.00102878268408454,-0.00186669676460859,-6.84072744008316
5.5440000000001,0.00102309548815273,-0.00192448282586051,-6.64167558079408
5.5470000000001,0.00101723751908598,-0.00198053698245355,-6.43664666179908
5.5500000000001,0.00101121404866109,-0.00203480878943047,-6.22582519528606
5.5530000000001,0.00100503049759491,-0.00208724940582838,-6.00940090634468
5.5560000000001,0.000998692430666064,-0.0021378116386323,-5.7875685622266
5.5590000000001,0.000992205551707021,-0.00218644998524569,-5.56052779706814
5.5620000000001,0.000985575698471035,-0.00223312067443972,-5.32848293223297
5.5650000000001,0.000978808837378557,-0.00227778170574445,-5.09164279243672
5.5680000000001,0.000971911058147862,-0.00232039288724636,-4.85022051781882
5.5710000000001,0.000964888568314711,-0.00236091587175841,-4.60443337213074
5.5740000000001,0.000957747687645988,-0.00239931419132989,-4.3545025472133
5.5770000000001,0.00095049484245234,-0.00243555329006513,-4.10065296393895
5.5800000000001,0.000943136559804927,-0.00246960055522146,-3.84311306979813
5.5830000000001,0.000935679461661501,-0.0025014253465585,-3.58211463331201
5.5860000000001,0.000928130258907089,-0.00253099902391227,-3.3178925354564
5.5890000000001,0.000920495745314652,-0.00255829497296946,-3.05068455828475
5.5920000000001,0.000912782791431145,-0.00258328862921846,-2.78073117094037
5.5950000000001,0.000904998338394493,-0.00260595750005579,-2.50827531325042
5.5980000000001,0.000897149391687028,-0.00262628118502793,-2.23356217709644
5.6010000000001,0.000889243014831035,-0.00264424139419032,-1.95683898575825
5.6040000000001,0.000881286323032057,-0.00265982196456713,-1.67835477142965
5.6070000000001,0.000873286476775686,-0.00267300887469679,-1.39836015110628
5.6100000000001,0.000865250675383615,-0.0026837902572504,-1.11710710104721
5.6130000000001,0.00085718615053473,-0.00269215640971149,-0.834848730013337
5.6160000000001,0.00084910015975709,-0.00269809980310766,-0.551839051486589
5.6190000000001,0.000840999979896641,-0.00270161508878615,-0.26833275507492
5.6220000000001,0.000832892900568545,-0.00270269910322722,0.0154150226911374
5.6250000000001,0.000824786217597019,-0.00270135087089117,0.29914892796413
5.6280000000001,0.000816687226449585,-0.00269757160509621,0.582613619380912
5.6310000000001,0.000808603215671643,-0.00269136470692656,0.865553997852631
5.6340000000001,0.00080054146032727,-0.00268273576217174,1.1477154361367
5.6370000000001,0.000792509215452155,-0.0026716925362997,1.42884400798411
5.6400000000001,0.000784513709524558,-0.00265824496746844,1.70868671665595
5.6430000000001,0.000776562137960164,-0.00264240515758233,1.98699172260336
5.6460000000001,0.000768661656636696,-0.00262418736140121,2.26350857010612
5.6490000000001,0.00076081937545411,-0.00260360797371208,2.53798841266594
5.6520000000001,0.000753042351936162,-0.00258068551457492,2.81018423695148
5.6550000000001,0.000745337584879114,-0.00255544061265581,3.07985108509367
5.6580000000001,0.000737712008053291,-0.00252789598666261,3.34674627513126
5.6610000000001,0.000730172483963154,-0.00249807642489961,3.61062961940822
5.6640000000001,0.000722725797671511,-0.00246600876295972,3.87126364072643
5.6670000000001,0.000715378650693417,-0.0024317218595743,4.12841378605907
5.6700000000001,0.000708137654965262,-0.0023952465706422,4.38184863763258
5.6730000000001,0.000701009326894478,-0.00235661572146152,4.631340121187
5.6760000000001,0.000694000081495207,-0.00231586407718914,4.87666371122741
5.6790000000001,0.000687116226615228,-0.00227302831155434,5.11759863308173
5.6820000000001,0.000680363957259312,-0.00222814697385495,5.35392806158303
5.6850000000001,0.000673749350014143,-0.00218126045426559,5.58543931619752
5.6880000000001,0.000667278357579794,-0.00213241094748924,5.81192405242269
5.6910000000001,0.000660956803412705,-0.00208164241478485,6.03317844928333
5.6940000000001,0.00065479037648496,-0.00202900054440517,6.24900339275658
5.6970000000001,0.000648784626164598,-0.00197453271048041,6.45920465496117
5.7000000000001,0.000642944957221557,-0.00191828793038472,6.66359306894937
5.70300000000011,0.000637276624963744,-0.00186031682062386,6.86198469894452
